,Brewery_type,Brewery_name,State,Latitude,Longitude,Google_rating,Google_num_ratings,Yelp_rating,Yelp_num_ratings,Yelp_review_text,Overall_rating,Overall_num_ratings
1393,Brewpub,Karrikin Spirits,OH,39.138666,-84.397951,4.5,330.0,4.0,154.0,This is my first experience eating outside since the state has opened up since the start of the COVID pandemic. I wish I had been able to experience...,4.25,484.0
1394,Brewpub,Kathrin's Biergarten,CA,38.790679,-121.22430700000001,4.5,754.0,4.0,386.0,"Food was very good and service was really great! They had several tents set up outside for COVID, so there was plenty of seating and had outdoor heaters....",4.25,1140.0
1395,Brewpub,Kauai Beer Company,HI,21.972122,-159.364911,4.5,875.0,4.5,887.0,"Best. Brussels. Sprouts. EVVVERR. Ordered the teriyaki burger and fries - amazing as well - but those sprouts are magical. Honey, Kung pao, peanuts, red...",4.5,1762.0
1396,Brewpub,Kauai Island Brewery,HI,21.901435,-159.586571,4.3,1055.0,4.0,611.0,"We were able to sit outside as they now have a covered lanai. It is right along the road to the Harbour, so there can be some road noise and not the...",4.15,1666.0
1398,Brewpub,Kelleys Island Brewery,OH,41.596369,-82.725332,3.8,55.0,3.5,49.0,Two words.. SAUERKRAUT BALLS!! We got sauerkraut balls and fried pickles and both were fantastic! We split a BLT which was stacked with plenty of bacon.,3.65,104.0
1399,Brewpub,Kells Brewery,OR,45.524465,-122.694053,4.2,247.0,4.0,202.0,"What a welcome bright spot in the middle of Covid. The food was great, amazing beer and cocktails. Our server was spot on, very attentive and friendly",4.1,449.0
1400,Brewpub,Kelsen Brewing Company,NH,42.889487,-71.333453,4.7,135.0,4.0,26.0,"Humble, no frills place that serves epic pours. My boyfriend drinks almost exclusively hoppy beers and he loved the 2 IPAs he tried. Loved my Belgian White....",4.35,161.0
1401,Brewpub,Kelsey Block Brewing Company,MI,41.945246000000004,-85.633699,4.6,229.0,4.5,22.0,"2nd time visit.
I actually like places that have a limited beer and food menu. Do a few things really well and quit trying to make everything on the planet....",4.55,251.0
1402,Brewpub,Kelsey City Brewing Company,FL,26.798303000000004,-80.06707800000001,5.0,3.0,5.0,1.0,No photos to share but yet another excellent experience. Because of the virus we could not stay but they were open for 2 hours today just for growlers and...,5.0,4.0
1403,Brewpub,Kennebec River Brewery,ME,45.265304,-69.993496,4.1,16.0,4.0,14.0,This is my review based solely on the brewery. We were driving up to Canada and happened to pass by this place. We decided to stop for a drink (we love...,4.05,30.0
1405,Brewpub,Kennett Brewing Company,PA,39.846714,-75.7099,4.5,179.0,4.5,112.0,"I'm honestly, pleasantly surprised by this brewery. Brewery food is never really that good, but the food at Kennett Brewery was good and tasty! The...",4.5,291.0
1406,Brewpub,Kern River Brewing Co,CA,35.757453000000005,-118.419331,4.5,399.0,4.0,530.0,"We've been here two times in three days. So hopefully that lets you know how highly I think of this spot. First off covid:

Social distancing- yes
Hand...",4.25,929.0
1407,Brewpub,Kern River Brewing Co,CA,35.757453000000005,-118.419331,4.5,399.0,4.0,530.0,"We've been here two times in three days. So hopefully that lets you know how highly I think of this spot. First off covid:

Social distancing- yes
Hand...",4.25,929.0
1408,Micro,Kern River Brewing Co,CA,35.757453000000005,-118.419331,4.5,399.0,4.0,530.0,"We've been here two times in three days. So hopefully that lets you know how highly I think of this spot. First off covid:

Social distancing- yes
Hand...",4.25,929.0
1409,Micro,Kern River Brewing Co,CA,35.757453000000005,-118.419331,4.5,399.0,4.0,530.0,"We've been here two times in three days. So hopefully that lets you know how highly I think of this spot. First off covid:

Social distancing- yes
Hand...",4.25,929.0
1410,Brewpub,Kettlehead Brewing Company,NH,43.442689,-71.600877,4.5,358.0,4.0,92.0,"We LOVE Kettlehead! My boyfriend and I have been taking many trips up to NH to go hiking during quarantine, and we find ourselves stopping at Kettlehead on...",4.25,450.0
1411,Brewpub,Key City Brewing Co,MS,32.349628,-90.881877,4.6,163.0,4.0,2.0,"A better description would be ""The Cottonwood Public House, serving Key City Brewing Company beer."" Just a little strange - not like a microbrew I've seen...",4.3,165.0
1412,Brewpub,Kickstand Brewing Co,MI,42.590617,-83.44771999999999,4.5,593.0,4.0,286.0,"Weve always liked eating here and trying their amazing selection of brews, but even though we can't eat in right now due to Covid-19 I'm still buying their...",4.25,879.0
1413,Brewpub,Kilmarnock Brewhaus,VA,37.710902000000004,-76.38161600000001,4.4,47.0,5.0,4.0,We love checking out local breweries and wineries when traveling & Kilmarnock Brewhaus was a gem in such a small town! While visiting for 10 days we ended...,4.7,51.0
1414,Brewpub,Kilokilo Brewing Company,CA,35.573646000000004,-120.696816,4.8,32.0,4.5,25.0,"After visiting Kilokilo's outdoor patio multiple times over the last few months, I think I'm now sufficiently familiar to rate the experience. These folks...",4.65,57.0
1415,Brewpub,King Cong Brewing Company,CA,38.60792,-121.455991,4.6,374.0,4.5,119.0,Great little brewery in north Sac  great outdoor seating and awesome music with beautiful outdoor atmosphere. The pizza made pizza great again and great A+...,4.55,493.0
1417,Brewpub,Kinsmen Brewing,CT,41.567879,-72.902078,4.5,429.0,4.0,129.0,"Had an awesome time today! The beers are amazing as always and I like that they provide shade most of their tables, which they expanded and accommodated the...",4.25,558.0
1418,Brewpub,Kitzingen Brewery,MI,42.883441999999995,-85.708263,4.4,237.0,4.5,20.0,"I was talking with a co-worker about good German restaurants in Michigan. He said Kitzingen ""set the bar"" for him. This weekend I finally found this place....",4.45,257.0
1419,Brewpub,Klamath Basin Brewing Co,OR,42.227984,-121.776424,4.0,560.0,3.5,384.0,"This weekend I stopped here for fish tacos and an IPA on the outdoor patio for a break on a 6 hour drive. I was hoping to get in and out quickly, but it...",3.75,944.0
1420,Brewpub,Knotty Pine Brewing,OH,39.985271000000004,-83.052933,4.3,297.0,3.5,169.0,"Got carry out from here, gnocci and ribs...both were amazing! Definitely will get them again!",3.9,466.0
1421,Brewpub,Knox County Brewing Co,IL,40.946276,-90.418302,4.9,29.0,4.5,7.0,"Matt and Sarah have created something special here. Quality craft beer that tells a story, and the best tacos for miles. You will not find a more chill...",4.7,36.0
1422,Brewpub,Knucklehead Craft Brewing,NY,43.206022999999995,-77.51217700000001,4.7,572.0,4.5,46.0,"I was impressed with this brewery that has been on my go to list for awhile now. Why,  you may ask? Friendly workers on site (check) Great tasting beer...",4.6,618.0
1423,Brewpub,Knuth Brewing Company,WI,43.844547999999996,-88.838541,4.7,588.0,4.5,67.0,"Excellent pizza - had fungi pizza - among the best. Prosciutto, blue cheese, peppers and fungi ******

Beer was great too.  Great atmospheres",4.6,655.0
1425,Brewpub,Kokopelli Beer Company,CO,39.858464,-105.065197,4.6,679.0,4.5,212.0,"Awesome beer selection and delicious pizza! The brewmaster here (I think his name was Eric?), really knows what he is doing. The wheat beer, the hazy IPA,...",4.55,891.0
1426,Brewpub,Kootenai River Brewing Co,ID,48.697720000000004,-116.313135,4.4,383.0,3.5,72.0,The Session IPA was delicious. Our waitress was friendly and the food was great. We were able to fill a growler and enjoy the beautiful view of the river...,3.95,455.0
1427,Brewpub,Kopacetic Beer Factory,IN,40.726559,-86.75469100000001,4.6,97.0,4.0,20.0,Great outdoor dining space. Loved the beer flights and chicken wings! Good selection of beer and fun atmosphere.,4.3,117.0
1428,Brewpub,Koto Brewing,ID,42.55679,-114.470757,4.4,647.0,4.0,82.0,"Pleasant spot in downtown.  A *little* too loud for me but I am a fogey.  Their site-brewed beer list is needlessly IPA-focused.  

The bahn mi sammich was...",4.2,729.0
1429,Brewpub,Kozy Yak Brewery & Fresar Winery,WI,44.629315999999996,-89.309263,4.6,19.0,5.0,5.0,This is such an incredible place! All of their drinks are great and the venue truly is cozy. It's the perfect place to go for connections and some...,4.8,24.0
1430,Brewpub,Krafty Draft Brew Pub,SC,33.987922,-81.305701,4.6,459.0,4.0,47.0,Awesome place.  We have been her twice while on vacation to SC.  The food is outstanding and there is over 130 different draft beers.  We usually come on...,4.3,506.0
1431,Brewpub,Krogh's Restaurant and Brewpub,NJ,41.031086,-74.640243,4.5,336.0,4.0,242.0,Food and atmosphere were great. The waitstaff was super friendly and they were super compliant with COVID-19 standards. PS they have their own root beer! So...,4.25,578.0
1432,Brewpub,Krootz Brewing Company,TX,33.625207,-97.147685,4.8,111.0,4.5,36.0,"Ordered pizzas for pick up and was not disappointed. I had terrible service when I called to order, that can be annoying, but the girl that took my order...",4.65,147.0
1433,Brewpub,Kunstler Brewing,TX,29.404871000000004,-98.500093,4.8,946.0,4.5,174.0,"Brewpub


Kunstler Brew Pub is located in San Antonio. It is easy to get to and is located in an older neighborhood down a dead-end street. The picture...",4.65,1120.0
1434,Brewpub,LAB Brewing Co Twisted Oak Tavern,CA,34.145333,-118.77856399999999,4.5,145.0,4.0,467.0,"I was nervous about dining out during Covid. I was impressed with the precautions Twisted took, they took care of our safety and theirs. 

Highly recommend...",4.25,612.0
1435,Brewpub,La Cabra Brewing,PA,40.04765,-75.441546,4.6,889.0,4.5,159.0,"This is a review from a visit in October 2020.

Our group wanted to sit outside, since COVID is still a risk. La Cabra has a tent behind their building that...",4.55,1048.0
1436,Brewpub,La Conner Brewing Co,WA,48.391801,-122.495705,4.5,799.0,3.5,275.0,"We've been going to La Conner for years and have enjoyed several of the restaurants, but we really enjoy the LaConner brewery.  The food has always been...",4.0,1074.0
1437,Brewpub,La Crosse Distilling Co,WI,43.815439000000005,-91.25267,4.5,124.0,4.5,56.0,The service was very good and friendly without being overbearing.  Their High Rise Rye Hi ball I highly suggest you dive into!  We were there both nights we...,4.5,180.0
1439,Brewpub,La Reforma,NM,35.186678,-106.58601200000001,4.8,344.0,4.5,176.0,"It shouldn't be this hard to find true Elote in a state called New Mexico, but here I am over the moon that someone made REAL ELOTE OMG. 

If you are...",4.65,520.0
1442,Brewpub,Ladyface Brewery & Restaurant,CA,34.14387,-118.762878,4.5,353.0,3.5,1023.0,"While I have been buying beer togo from here for a while, since covid; we finally had dinner here yesterday. It was a great experience.  

While they have...",4.0,1376.0
1443,Brewpub,Lafayette Brewing Co,IN,40.419367,-86.889989,4.3,971.0,3.5,215.0,They have the BEST beyond burger I've had in a long time! You have lots of options for toppings which is bound for anyone to like it! Their homemade chips...,3.9,1186.0
1444,Brewpub,Lafayette Brewing Co,IN,40.419367,-86.889989,4.3,971.0,3.0,140.0,Struggling to keep open during Covid please visit if you're in the area. Downtown Buffalo isn't too full right now but the beer is very good the food is...,3.65,1111.0
1445,Brewpub,Lafayette Brewing Co,NY,42.88495,-78.873348,4.3,971.0,3.5,215.0,They have the BEST beyond burger I've had in a long time! You have lots of options for toppings which is bound for anyone to like it! Their homemade chips...,3.9,1186.0
1446,Brewpub,Lafayette Brewing Co,NY,42.88495,-78.873348,4.3,971.0,3.0,140.0,Struggling to keep open during Covid please visit if you're in the area. Downtown Buffalo isn't too full right now but the beer is very good the food is...,3.65,1111.0
1448,Brewpub,Lagerhaus Brewery & Grill,FL,28.061466999999997,-82.706243,4.3,205.0,3.5,146.0,To start: eggs on pizza = sooo good. Plus a great beer selection. Can't wait for life to return to normal so I can go back to sit and enjoy all their...,3.9,351.0
1449,Brewpub,Laguna Beach Beer Co,CA,33.636782000000004,-117.609417,4.5,2.0,4.5,127.0,"We are here at least once a week and I can't get enough of the pretzel (and beer!). Love the vibe, cleanliness, options and kind staff. Can't wait for covid...",4.5,129.0
1450,Brewpub,Lagunitas Seattle Taproom and Beer Sanctuary,WA,47.664558,-122.377921,4.6,231.0,4.0,76.0,"Massive indoor outdoor warehouse biergarten setting. Mexican influenced snacks prepared at the food truck.

Pet friendly. Adheres to Covid...",4.3,307.0
1451,Brewpub,Laht Neppur Brewing,WA,46.269771,-118.14845700000001,4.7,86.0,4.0,27.0,This is probably one of my favorite breweries that Steve and I went to on our recent trip to the Walla Walla area. This brewery is actually in Waitsburg and...,4.35,113.0
1452,Brewpub,Lake Bottom Distillery and Brewery,CA,36.09776,-119.560273,4.4,90.0,4.0,44.0,Fun place!  Took a drive today just to get out of the house and was pleasantly surprised to stumble up Lake Bottom (Im from Fresno). With the COVID19 we had...,4.2,134.0
1454,Brewpub,Lake City Brewing Company,CO,38.027756,-107.31857099999999,4.5,51.0,4.5,26.0,We come to our family cabin here every couple of years and we were so excited to find this new brewery here in Lake City!! Not only was the staff incredibly...,4.5,77.0
1455,Brewpub,Lake Placid Pub and Brewery,NY,44.28288,-73.981238,4.1,521.0,3.5,615.0,Lunch for One on a rainy Thursday: The bartender was awesome. He was attentive and followed COVID guidelines but didn't let that get him down. Fun to talk...,3.8,1136.0
1457,Brewpub,Lake St George Brewing Company,ME,44.386843,-69.358184,4.8,81.0,5.0,12.0,"The beer is good and they're taking social distancing and mask wearing seriously. The outdoor space is lovely and shaded, it was a hot day. Certainly worth...",4.9,93.0
1458,Brewpub,Lake Superior Brewing Co,MI,46.671958000000004,-85.985348,4.4,75.0,4.0,124.0,If a business wants to see how to operate during COVID check this place out.  They do a fantastic job at operating during the pandemic.  Everything is...,4.2,199.0
1459,Brewpub,Lake Superior Smokehouse Brewpub,MI,46.496572,-87.35554599999999,4.5,167.0,4.0,16.0,"This place is an absolute GEM!  It is just a little place, not fancy, but the food tastes better than a lot of 5 star restaurants I have been to!  We were...",4.25,183.0
1460,Brewpub,Lake Texoma Lodge And Resort,OK,33.998581,-96.564227,4.2,95.0,5.0,2.0,Enjoy staying here. This is our 3rd time here. Candy and Elizabeth are amazing. They went above and beyond for us this visit. The rooms are clean and the...,4.6,97.0
1462,Brewpub,Lander Brewing Co,WY,42.832852,-108.727965,4.8,6.0,4.0,27.0,Liquor prices are great.  Nice outdoor seating. I'm drunk now but I have to keep writing,4.4,33.0
1463,Brewpub,Langhorne Brewing Co,PA,40.17459,-74.948514,4.3,97.0,3.5,9.0,"I was last here when it was known as the Old Neshaminy Tavern about a year ago. Since then it has adopted the ""Brewery"" tag, and taken advantage of the...",3.9,106.0
1464,Brewpub,Lansing Brewing Company,MI,42.736847,-84.545574,4.4,769.0,4.0,278.0,"So impressed with the changes here since covid.  This is one of the few restaurants I've felt safe eating at!  They are clean, have hand sanitizer stations...",4.2,1047.0
1465,Brewpub,Lariat Lodge Brewing,CO,39.638517,-105.31410600000001,4.3,402.0,4.0,393.0,Soooo happy to say Lariat Lodge is doing a fantastic job at being a responsible ambassador for social distancing as a restaurant. The outdoor patio is open...,4.15,795.0
